Loan_amount,Income,Term
446500,13140,240
396500,4920,360
206500,6960,360
156500,4860,120
206500,5160,360
296500,16680,360
646500,9240,360
386500,9000,360
466500,5040,360
686500,8100,360
256500,3900,360
366500,3960,360
136500,4620,324
116500,2520,360
276500,8280,180
316500,4080,360
106500,2940,360
296500,11520,360
686500,12540,360
236500,5640,360
356500,9000,360
406500,7620,360
216500,5280,360
306500,5340,360
666500,8520,360
406500,0,360
336500,4440,360
726500,0,360
476500,8640,360
266500,4080,360
476500,7620,360
296500,6240,360
156500,3780,180
126500,5580,360
356500,8280,360
296500,3900,360
396500,19800,360
196500,3900,360
406500,18300,360
296500,0,180
86500,2100,360
256500,4200,360
416500,9600,180
286500,9360,180
656500,14400,180
666500,13320,360
236500,6720,360
426500,3660,360
236500,6420,360
246500,6120,360
356500,7560,180
256500,3480,360
256500,5040,360
516500,8760,360
286500,4620,360
636500,14700,360
476500,8220,360
276500,4080,360
366500,6540,360
226500,3180,360
86500,900,360
246500,0,360
516500,4500,360
146500,7080,180
106500,3300,360
566500,0,360
526500,7800,360
216500,5700,360
936500,13200,360
456500,9420,360
176500,4620,360
426500,9180,240
86500,1440,360
466500,6420,360
266500,6720,360
336500,8940,240
236500,5220,360
306500,10800,360
516500,11280,360
446500,7260,360
216500,3240,324
366500,6180,360
166500,2940,180
776500,14160,360
226500,3060,360
346500,4440,360
256500,5640,360
486500,13620,360
96500,2700,240
76500,2820,360
186500,8640,180
536500,9720,360
356500,6900,360
276500,4380,180
446500,16200,180
526500,4500,360
236500,6060,240
246500,6300,360
506500,8580,360
246500,5100,360
106500,1980,360
336500,3900,360
356500,4440,360
226500,6840,360
486500,11700,360
576500,12060,360
326500,8640,240
556500,6840,360
486500,9420,360
426500,5520,360
376500,5220,360
196500,4920,360
516500,6180,360
106500,2280,360
126500,3540,240
276500,6240,360
426500,0,360
606500,8400,360
376500,5400,360
726500,11760,360
396500,0,360
286500,8280,360
176500,5700,360
716500,0,360
236500,3480,360
536500,5460,360
116500,5460,180
236500,3600,360
706500,7920,360
196500,1920,360
236500,4080,360
486500,8220,180
56500,2760,180
396500,5880,360
416500,23340,180
326500,6720,336
186500,4380,180
326500,17460,180
166500,3720,360
446500,0,360
246500,5880,360
536500,11160,360
176500,3960,180
206500,5400,360
186500,13020,360
316500,8040,360
666500,15480,360
726500,8040,360
136500,2640,180
506500,4860,360
186500,6000,120
276500,8460,360
116500,5700,360
246500,1680,360
396500,7440,360
206500,7680,360
216500,5820,360
336500,4380,360
96500,5700,360
156500,1620,360
236500,8100,360
706500,0,360
56500,6840,360
686500,20940,360
216500,2160,360
406500,6000,360
426500,0,360
286500,12540,156
266500,3360,360
376500,4320,360
636500,12780,360
126500,2100,360
206500,8400,360
176500,1920,360
456500,10740,360
336500,4560,360
456500,17880,360
376500,6000,360
416500,8580,360
156500,6960,180
296500,4020,360
266500,5760,360
376500,0,360
416500,0,360
466500,6720,360
166500,2400,360
206500,2340,360
486500,9060,360
676500,6480,360
216500,3960,360
456500,12960,324
286500,3180,360
356500,4440,360
156500,2940,360
276500,6960,360
436500,4980,360
486500,11580,360
696500,12360,360
366500,8160,360
546500,6060,360
406500,5520,360
406500,6960,360
336500,6600,360
316500,10140,324
266500,4260,360
576500,7260,360
686500,18540,360
576500,7800,180
456500,8400,360
496500,11280,180
366500,0,360
86500,1260,360
226500,3720,360
226500,7920,360
726500,12120,360
156500,4980,360
436500,12060,360
196500,8400,180
456500,7560,360
406500,0,360
236500,6780,360
316500,4860,360
276500,3660,360
296500,8040,360
146500,2100,324
706500,0,360
286500,11100,180
556500,8400,360
106500,2220,324
446500,12720,96
586500,6480,360
266500,6780,360
316500,3660,360
486500,10740,360
716500,8940,360
346500,5640,360
116500,2460,360
206500,5640,360
356500,13140,360
326500,4380,360
336500,4080,360
226500,4860,348
346500,3960,360
406500,4980,360
496500,10080,360
286500,0,360
536500,9960,360
276500,8460,360
486500,0,360
306500,0,360
326500,5220,360
436500,7260,360
566500,14100,360
136500,1800,360
246500,4140,360
266500,12840,360
596500,8940,360
576500,7320,360
406500,16860,360
686500,17100,360
106500,1140,360
546500,10860,360
116500,2340,360
276500,9300,360
136500,3360,180
326500,4560,360
126500,13680,360
446500,4440,360
306500,7260,360
366500,3360,360
136500,3660,180
496500,7320,360
66500,2100,360
186500,3060,240
356500,5880,300
556500,8220,360
206500,4200,360
86500,3480,180
136500,2160,360
556500,6540,360
356500,3720,360
486500,6540,360
376500,6900,360
186500,3540,360
636500,15660,360
226500,4200,360
356500,4380,300
406500,4980,360
136500,3480,360
456500,7920,360
116500,2340,360
466500,20820,360
106500,2880,360
216500,2700,360
376500,3900,360
736500,9540,360
266500,5220,180
346500,4380,360
236500,4380,360
566500,6000,360
566500,0,360
256500,5040,360
346500,13320,180
336500,7740,360
196500,9300,180
116500,2160,180
176500,4200,360
486500,6300,360
706500,0,360
536500,55380,240
366500,8520,360
276500,0,360
246500,2820,360
266500,5580,180
316500,9900,180
206500,8460,360
136500,3600,360
676500,7260,360
176500,8700,360
106500,2940,360
296500,5460,360
446500,14760,360
286500,2580,360
176500,3180,360
366500,4560,360
176500,2820,360
346500,4260,360
286500,6540,360
86500,2340,360
456500,5280,360
446500,12840,360
216500,2700,360
306500,4380,360
316500,0,360
616500,9240,360
516500,5220,360
406500,5700,360
386500,17580,360
376500,6360,360
316500,4800,360
426500,20940,180
236500,3660,240
206500,8040,360
456500,8640,180
216500,6480,360
936500,12300,360
306500,9720,360
706500,13140,360
456500,8340,360
246500,5580,360
606500,7320,360
296500,3000,360
456500,4800,360
386500,4860,360
166500,5700,360
726500,6840,360
126500,3240,360
136500,5400,120
116500,3960,360
386500,7500,360
316500,11160,360
486500,7800,360
726500,20400,360
286500,6720,360
216500,3060,324
186500,3780,288
246500,4140,360
416500,0,360
326500,5640,360
146500,4680,360
326500,13140,180
546500,13500,360
666500,8580,360
136500,1800,360
126500,2400,360
156500,3000,324
346500,4980,240
456500,8280,240
326500,5820,360
516500,17940,180
716500,13260,360
326500,5400,360
186500,0,360
356500,7980,360
706500,12240,360
266500,3960,360
366500,5760,180
526500,8220,360
126500,4140,360
216500,4920,360
536500,7200,360
326500,0,360
306500,5460,360
576500,5400,360
236500,4800,360
896500,15360,360
716500,11220,360
346500,5040,360
426500,9840,360
186500,3840,360
126500,2280,240
1166500,19080,360
376500,10920,360
176500,3840,360
486500,9120,360
76500,2340,240
736500,15360,360
216500,5160,360
286500,4320,360
186500,5820,360
446500,6960,360
446500,5400,240
136500,2460,360
136500,4800,240
456500,13500,360
606500,7500,360
76500,5340,180
276500,6960,360
146500,0,360
136500,2340,360
626500,8880,360
56500,1440,360
266500,4140,360
106500,6900,180
646500,7800,360
296500,6420,360
206500,2220,360
726500,13500,360
566500,12180,360
636500,17580,360
336500,7020,360
276500,6900,360
46500,3360,360
416500,7200,360
446500,9480,360
236500,2460,360
256500,4860,360
436500,3960,360
176500,5760,168
176500,2640,360
246500,10380,360
566500,0,360
436500,6660,360
286500,6660,240
476500,6600,360
376500,4980,360
726500,49080,360
106500,7260,180
576500,16380,360
506500,11580,360
406500,5700,360
166500,6960,360
156500,3660,360
296500,6240,240
256500,9720,360
236500,4800,360
166500,4260,360
106500,3240,180
116500,1740,360
266500,3720,360
416500,0,360
316500,11460,360
486500,15240,360
1356500,23040,360
286500,4020,360
396500,6060,360
286500,11580,360
506500,6780,360
226500,3840,360
146500,8100,240
166500,6600,300
136500,2340,240
396500,3900,360
426500,5640,360
536500,11040,360
256500,2700,360
406500,0,360
346500,6840,360
96500,0,300
336500,6840,360
446500,6840,360
196500,3000,360
366500,8820,336
376500,4260,360
616500,10920,360
386500,5280,360
226500,6480,360
446500,6480,360
176500,3480,360
366500,5040,348
156500,2100,360
196500,0,360
556500,7320,360
486500,7020,360
456500,8400,360
636500,9840,180
226500,4140,360
446500,8580,360
56500,2040,360
326500,14400,360
166500,2580,360
366500,4800,360
256500,7380,240
386500,18660,360
476500,12360,360
626500,0,360
106500,5400,180
266500,3540,360
256500,9900,360
696500,16440,360
556500,7920,360
346500,0,360
156500,3900,360
326500,7440,360
266500,8700,360
676500,8040,360
196500,5700,360
576500,19860,180
316500,3420,360
376500,10800,180
356500,10740,360
406500,15120,360
176500,3960,360
316500,6600,360
246500,4140,360
376500,6660,360
276500,3900,360
486500,5640,360
216500,3000,360
126500,3360,360
346500,3780,360
336500,5400,180
396500,6720,360
746500,14520,360
696500,51420,360
306500,5100,360
466500,5760,360
656500,6600,360
396500,12540,360
106500,1560,360
486500,9480,360
706500,10920,360
386500,11580,360
126500,2520,360
166500,3360,180
246500,4860,240
466500,4920,360
316500,9240,360
486500,15840,360
396500,0,300
396500,8220,156
606500,9180,360
536500,0,360
196500,4560,360
506500,9180,360
216500,4800,240
706500,8340,180
346500,8520,180
356500,6240,360
726500,6840,360
366500,5820,240
146500,19440,180
256500,8040,360
306500,4020,360
146500,4800,360
216500,2820,360
276500,7800,240
396500,4500,360
106500,7200,360
106500,4320,360
106500,11100,360
236500,5640,180
116500,2580,240
486500,6420,360
86500,8400,360
566500,14700,360
486500,9960,360
506500,7860,360
276500,7380,180
366500,8460,360
206500,4860,360
356500,0,360
376500,6600,360
186500,4320,360
306500,3300,360
206500,4080,180
176500,7620,360
156500,4200,168
276500,6300,360
226500,5340,324
466500,5700,360
456500,7560,360
406500,8040,240
926500,19980,360
186500,4560,240
376500,7080,360
486500,7200,360
496500,9480,360
536500,9000,360
286500,5760,216
136500,6060,180
416500,0,360
156500,3720,360
186500,6180,360
166500,8100,180
176500,4440,360
136500,3120,360
306500,3660,360
636500,11220,360
156500,5460,360
86500,4500,360
286500,3840,360
206500,3840,360
56500,1620,360
136500,8820,180
146500,5340,360
226500,2940,360
276500,4320,360
246500,3840,360
376500,5400,360
216500,4020,360
616500,10080,360
516500,7800,360
206500,2760,360
226500,3120,360
416500,7020,348
466500,6540,360
376500,5100,360
186500,6960,360
286500,3720,360
416500,31500,144
86500,5580,180
416500,7980,360
406500,7440,216
196500,4140,360
496500,8460,360
396500,7740,360
496500,4980,360
336500,12720,360
146500,9300,120
96500,3540,360
446500,8100,360
836500,0,360
336500,4260,360
206500,5700,360
156500,3240,360
536500,20040,180
146500,7260,360
386500,6960,360
456500,3600,360
186500,4020,360
76500,2520,180
636500,0,360
576500,6540,360
476500,10800,360
226500,5100,360
366500,7020,360
256500,3120,360
226500,2700,360
486500,9180,360
136500,3180,360
156500,3180,132
206500,2880,360
676500,8280,360
306500,8880,360
696500,0,360
346500,6360,324
436500,10440,360
586500,0,360
316500,2880,360
156500,4320,240
326500,10440,360
236500,5580,180
316500,7500,360
236500,6660,360
526500,8580,360
296500,0,360
256500,3960,360
116500,1860,360
456500,4680,360
426500,7260,360
266500,6900,324
226500,7020,360
266500,4680,360
726500,9240,360
346500,5220,360
676500,11160,360
416500,0,360
216500,3540,360
226500,5520,360
486500,7320,240
366500,4020,360
226500,3840,360
66500,1260,360
166500,12540,180
716500,18240,360
346500,4920,360
86500,6600,360
556500,7380,360
356500,0,360
156500,5040,360
336500,5880,360
196500,2940,360
306500,0,360
536500,5160,360
456500,10800,360
216500,7080,360
106500,6540,360
196500,2760,360
306500,5460,360
86500,3660,360
266500,3120,360
386500,0,360
176500,2400,360
266500,4620,360
536500,7380,360
356500,5940,180
346500,6720,360
306500,4980,360
396500,5940,360
276500,4440,360
606500,14400,180
566500,12540,360
426500,8460,360
246500,4860,360
406500,5400,360
226500,2340,360
216500,3000,360
96500,3060,360
266500,8580,360
526500,5280,360
356500,9480,360
386500,0,180
176500,4260,240
606500,6060,360
506500,11760,360
586500,7440,360
636500,6780,360
166500,4140,180
356500,9240,180
336500,7920,360
226500,4320,360
356500,4980,360
186500,3300,360
816500,21600,360
166500,3600,300
186500,2940,360
506500,7980,360
346500,4020,360
226500,2220,360
496500,8280,360
86500,2160,360
516500,0,360
286500,7500,360
386500,6900,360
466500,14700,360
106500,4200,360
126500,1500,360
146500,2340,360
236500,4140,360
236500,10140,180
306500,4860,360
226500,5460,180
306500,9720,360
186500,0,360
296500,10500,360
396500,7620,360
96500,3180,360
536500,13140,360
266500,4560,360
336500,4200,360
326500,2940,360
376500,5880,360
136500,4500,360
326500,3060,360
276500,4440,360
186500,3660,360
396500,5700,360
136500,3300,180
266500,0,360
296500,7560,300
626500,9600,360
296500,7740,360
166500,8760,156
286500,0,360
446500,7440,360
286500,2820,360
336500,6420,360
456500,7440,180
226500,3420,360
336500,11820,360
156500,5160,360
426500,10200,360
266500,2160,360
296500,8700,360
126500,5760,180
296500,3420,360
726500,25980,180
536500,7080,360
256500,4800,360
116500,4800,180
246500,2460,360
476500,21660,180
286500,5400,360
186500,4980,360
366500,27240,360
446500,7020,360
546500,9420,360
676500,7320,360
156500,2280,324
316500,5040,360
106500,7980,360
136500,5400,180
616500,8400,360
306500,12540,180
326500,7860,360
626500,5640,360
346500,14340,360
306500,4260,360
606500,7440,360
626500,0,360
386500,3720,360
246500,9720,180
436500,43560,240
486500,10500,180
146500,2100,360
456500,0,360
246500,7860,360
456500,8340,180
486500,18360,180
586500,0,360
396500,6540,360
186500,4800,360
196500,5520,180
416500,13620,180
296500,5520,324
126500,2280,360
466500,5520,360
196500,3120,360
236500,5040,180
266500,9120,180
996500,10260,360
406500,13380,360
246500,3960,360
686500,0,360
406500,8280,360
266500,6780,360
286500,8520,180
176500,16260,360
506500,5520,360
436500,9660,360
276500,3240,360
136500,3240,360
186500,2820,360
336500,7500,360
126500,7020,120
236500,3720,360
506500,7500,360
136500,1680,360
726500,12180,360
326500,3960,360
316500,8100,360
426500,5040,360
406500,14280,180
306500,3300,360
546500,9060,360
176500,5640,360
76500,7020,360
416500,12180,360
376500,8040,180
626500,2100,360
676500,22740,360
236500,3420,180
356500,4140,360
676500,8040,360
336500,6300,360
276500,3960,360
296500,3960,360
216500,2580,360
106500,1740,360
416500,0,360
266500,2520,360
246500,9480,180
126500,4080,180
256500,12900,120
236500,5760,360
516500,19140,360
346500,6540,180
216500,2760,360
236500,3780,360
246500,4680,360
126500,1920,180
126500,2160,360
406500,59220,360
236500,3960,360
196500,4080,360
266500,6780,324
226500,2460,360
176500,3540,240
396500,10440,360
346500,0,360
256500,2940,360
356500,7920,360
616500,26880,180
136500,4560,360
436500,8940,360
186500,37560,360
216500,3000,360
236500,5400,180
206500,3180,360
266500,8700,360
226500,4680,360
266500,4260,360
346500,5940,360
466500,19260,360
666500,32160,360
626500,15420,360
516500,5460,360
306500,5160,360
166500,3360,360
156500,2820,360
226500,6120,360
516500,11700,360
256500,6180,360
286500,4200,360
306500,7980,360
616500,9720,360
246500,3720,360
316500,5820,360
456500,9780,360
196500,0,360
176500,4140,180
506500,7380,360
416500,5040,360
106500,2220,360
216500,4200,360
506500,13860,360
106500,3660,240
276500,4260,300
336500,4800,360
446500,11580,180
566500,7440,360
526500,8700,360
276500,5760,360
206500,3480,360
586500,14760,360
416500,11400,240
526500,8100,360
366500,13920,360
56500,6180,180
276500,10620,360
536500,17340,360
146500,3840,180
646500,9060,360
286500,4140,336
286500,4380,360
166500,2460,360
236500,10260,360
626500,6540,360
406500,13440,180
376500,5760,360
426500,7140,360
76500,1620,360
206500,2460,360
236500,4860,360
106500,2040,360
226500,0,360
246500,5940,180
206500,51000,360
96500,2040,360
396500,7920,300
416500,7620,360
336500,7860,360
456500,7440,360
436500,8280,360
356500,0,360
216500,4020,360
456500,9240,360
76500,1080,240
356500,11760,360
176500,3780,360
606500,11100,360
406500,0,360
96500,0,360
436500,7080,360
306500,10080,360
366500,5760,360
726500,13200,360
196500,4800,360
466500,6360,324
366500,9840,360
496500,5460,360
296500,5400,312
136500,7320,324
646500,15300,360
496500,14520,180
156500,3960,360
586500,17340,360
726500,8820,360
306500,7620,360
176500,5820,180
326500,7980,360
556500,10740,360
376500,3720,360
126500,1680,360
246500,3300,360
466500,5760,360
256500,4680,360
246500,6360,360
406500,6360,360
326500,2940,360
396500,6000,360
186500,0,360
256500,7740,360
356500,5460,360
156500,3540,360
326500,4140,240
236500,6540,360
346500,7980,360
286500,0,360
246500,7500,240
316500,3900,360
316500,7560,360
276500,4920,360
236500,16740,180
76500,1680,360
246500,7020,360
176500,4800,360
326500,4560,360
176500,7680,180
256500,5280,360
366500,4920,360
456500,7020,360
556500,12900,360
146500,3240,360
296500,3240,360
306500,7380,360
656500,57300,180
96500,3240,180
356500,19560,180
486500,5040,360
366500,6240,360
386500,5160,360
106500,7200,360
106500,3060,360
256500,2460,360
336500,6780,180
166500,5760,180
696500,12480,360
396500,14640,360
366500,4140,360
456500,8820,360
366500,5280,360
186500,3600,180
636500,9180,360
106500,1860,360
456500,10800,360
356500,0,360
336500,7020,360
416500,4560,360
486500,52200,360
186500,3780,360
346500,8700,240
236500,7260,360
406500,9360,360
486500,0,360
216500,3360,360
326500,4740,360
386500,6000,360
266500,3600,360
406500,15000,360
316500,6960,360
436500,12840,360
126500,1260,360
226500,6420,300
616500,10980,360
366500,6840,180
76500,1200,360
656500,9300,360
336500,0,360
206500,7380,360
126500,12660,180
546500,30900,180
526500,6360,360
466500,7560,360
146500,3240,360
286500,3780,324
256500,8040,204
636500,6960,360
406500,6780,360
336500,4080,360
476500,6300,360
286500,4200,360
96500,3360,360
426500,4440,360
416500,12000,360
136500,5700,360
676500,6900,360
116500,2520,360
256500,6420,360
166500,3660,360
196500,3660,360
616500,7380,240
286500,5280,360
476500,19080,360
716500,11520,300
696500,10200,360
306500,5640,360
386500,6060,360
126500,3120,180
206500,3660,360
516500,9000,360
366500,47700,360
196500,2400,360
436500,6720,180
76500,1440,360
226500,2580,360
476500,14400,360
286500,6780,360
486500,6000,360
126500,1860,360
456500,13920,360
196500,3180,360
506500,12540,360
206500,0,180
186500,3840,324
276500,5400,360
196500,4800,360
206500,26160,360
456500,5160,360
296500,21060,360
126500,3900,360
686500,15720,360
916500,16320,360
326500,5820,360
86500,2100,360
276500,0,360
46500,1200,360
296500,8820,360
396500,7440,360
266500,5100,360
576500,10620,360
586500,7140,360
376500,5580,240
406500,3720,360
306500,17520,180
136500,3480,360
146500,1380,360
676500,6600,360
236500,3540,324
186500,2880,360
486500,5220,360
386500,4560,360
136500,7380,360
436500,10440,360
106500,3060,360
336500,3540,360
116500,2280,360
446500,8460,360
686500,10260,360
296500,6420,360
366500,22800,180
96500,3420,360
166500,4440,360
406500,6960,240
106500,2580,180
316500,0,360
186500,3900,264
256500,4560,360
166500,2940,360
206500,3900,360
276500,5820,360
356500,16800,360
446500,4560,360
416500,4500,360
136500,1500,324
266500,5640,360
316500,5400,360
196500,4200,360
336500,4680,324
266500,6900,240
506500,10500,360
236500,7920,360
646500,9300,360
196500,0,360
166500,0,360
146500,4020,360
196500,5400,360
136500,1860,360
106500,3300,360
466500,6660,360
316500,5700,360
466500,8100,360
186500,4800,360
686500,10440,360
396500,7200,360
276500,5820,360
256500,3240,240
186500,3180,240
216500,5340,360
346500,7680,360
466500,4980,360
216500,6780,360
216500,2940,360
546500,6840,360
306500,7920,360
546500,7920,324
206500,3000,360
456500,9600,360
246500,12060,360
86500,2520,360
266500,8220,360
146500,4200,240
246500,3540,360
186500,12600,180
296500,3180,360
466500,7560,360
186500,8100,360
366500,10620,360
256500,7080,360
356500,10560,360
196500,18060,96
236500,7500,360
76500,2940,360
296500,7140,360
316500,9780,360
516500,15180,360
126500,2580,360
476500,5640,360
306500,7020,180
196500,3840,360
406500,5700,360
576500,6660,360
166500,2820,360
266500,6480,360
366500,7320,360
306500,13200,180
346500,6360,300
116500,1800,360
416500,19380,120
266500,4080,360
226500,3900,360
396500,10740,360
406500,16200,180
196500,0,360
266500,9120,360
426500,4440,360
716500,10620,360
236500,5040,120
196500,2220,360
576500,0,360
236500,7140,360
236500,21300,360
236500,5820,360
196500,10080,360
336500,0,360
266500,4020,180
486500,9060,360
246500,6540,360
146500,7200,360
316500,10680,180
706500,16260,360
166500,5400,360
276500,3060,360
336500,3360,360
206500,2640,360
496500,0,360
236500,6840,360
366500,9120,324
636500,12720,360
456500,8640,360
126500,3420,300
486500,13620,360
436500,0,360
656500,0,360
516500,0,360
206500,6120,240
256500,2760,360
176500,2700,360
276500,8220,360
156500,4500,360
416500,6960,360
316500,4200,360
416500,8880,360
336500,10740,324
466500,17940,360
366500,5760,360
376500,0,360
256500,2220,360
356500,8340,240
526500,15000,180
66500,2220,180
416500,6060,360
256500,6480,360
726500,12600,360
496500,7980,360
456500,8100,360
456500,22800,360
376500,12660,360
386500,10680,360
246500,8280,360
456500,14040,360
486500,2640,240
156500,2940,360
616500,0,360
406500,6720,180
276500,7020,360
156500,3120,360
246500,4200,324
516500,5100,360
156500,7080,360
466500,12660,360
256500,5340,360
206500,7440,120
346500,4020,360
116500,1200,360
396500,9900,240
396500,11340,360
246500,4020,360
156500,2700,360
406500,6780,360
436500,0,360
156500,6060,240
196500,5580,360
276500,9540,360
516500,7980,360
186500,7140,360
426500,9960,360
246500,5460,180
56500,1620,180
186500,5340,360
396500,0,360
136500,5940,360
836500,19740,360
216500,3840,360
556500,10860,360
206500,3120,360
256500,5280,360
446500,5460,360
546500,6180,360
86500,2760,360
306500,8940,360
136500,11520,360
276500,6300,360
276500,18480,180
406500,7140,360
176500,3900,360
226500,10260,360
646500,0,324
196500,5880,360
186500,3120,360
286500,8160,360
476500,10800,360
386500,13260,360
136500,5100,360
176500,9060,180
256500,3000,360
566500,7740,360
426500,16080,360
226500,6240,360
166500,2280,360
86500,900,360
306500,4620,360
476500,5880,240
236500,4860,360
726500,12000,360
326500,40320,180
186500,3660,360
76500,2580,360
146500,6600,360
606500,11400,360
486500,4620,360
76500,2580,360
296500,0,360
206500,3960,360
306500,4680,240
356500,13260,360
256500,3660,360
106500,3360,240
236500,10080,180
226500,5340,360
376500,6720,360
176500,11820,360
146500,2760,360
636500,8460,360
396500,4740,360
226500,6840,360
566500,6240,360
336500,0,300
536500,7560,360
606500,9000,360
326500,0,360
366500,6300,360
76500,4020,240
356500,9060,240
196500,3660,360
356500,7260,360
606500,9900,360
136500,2580,360
396500,9840,360
386500,3840,360
246500,6480,360
406500,6540,180
526500,8760,360
496500,6480,360
206500,3900,360
156500,3900,180
276500,10020,360
156500,4920,240
496500,8340,360
256500,2280,360
156500,13080,360
126500,4440,240
56500,5460,360
806500,15600,360
156500,2040,360
636500,16800,360
486500,8220,360
326500,25500,360
716500,30360,360
396500,7200,300
186500,3540,360
756500,30600,360
246500,2880,324
666500,10440,360
346500,5340,360
156500,8820,360
326500,4320,360
406500,3720,360
336500,4320,360
406500,6480,360
216500,6660,180
216500,3360,360
206500,10140,180
316500,6240,360
366500,4800,360
306500,3540,360
266500,2700,360
646500,12240,360
286500,15120,360
196500,6420,96
416500,7020,360
256500,10980,300
126500,7680,360
556500,5880,360
216500,3120,360
196500,5700,360
286500,4860,360
306500,4980,360
166500,27540,180
516500,9900,360
396500,4260,360
246500,18600,240
406500,19200,360
206500,5460,180
256500,3600,360
96500,1260,360
396500,6000,360
176500,7800,360
446500,27780,360
246500,3420,360
356500,3780,360
166500,3900,360
386500,6120,360
506500,0,360
206500,1740,360
346500,9240,360
256500,5280,360
336500,14160,360
276500,5340,324
336500,10200,240
316500,10020,240
176500,3420,360
276500,7200,180
556500,9060,360
156500,6180,360
316500,0,360
466500,10140,360
486500,12120,360
526500,7200,360
546500,10140,360
276500,5700,360
306500,7260,360
416500,10800,360
196500,3960,360
456500,5400,360
116500,5820,360
456500,6120,360
166500,7680,180
246500,3420,360
126500,3960,180
176500,9420,120
206500,3300,360
426500,6240,360
396500,7200,360
636500,7860,360
446500,11220,324
266500,0,360
226500,5280,360
246500,3840,360
596500,8520,360
1226500,0,360
156500,2400,360
96500,2700,240
396500,4740,300
496500,0,360
266500,3720,360
116500,3180,360
246500,3960,360
266500,0,360
546500,14640,360
316500,0,360
216500,4080,360
486500,4980,360
186500,2520,360
306500,4860,360
386500,6960,360
176500,2520,360
626500,14700,360
666500,22440,360
416500,14580,120
216500,3600,324
296500,4620,360
356500,10980,360
286500,3540,360
266500,0,360
176500,9060,360
86500,1440,180
306500,8940,360
476500,13920,360
646500,11100,360
136500,5340,360
636500,8700,360
236500,6840,360
156500,3600,180
656500,10020,360
476500,18120,180
436500,12540,240
626500,14160,360
436500,6480,360
276500,7440,360
496500,14820,360
386500,9000,360
326500,4740,360
726500,19140,360
286500,3300,360
286500,6840,360
386500,5520,360
226500,6720,360
296500,11220,360
166500,3600,360
126500,2700,180
196500,4380,180
226500,4800,360
206500,7920,360
196500,4320,360
776500,24480,360
386500,4860,360
586500,8100,360
496500,9840,360
256500,11400,360
216500,3900,240
136500,2400,360
646500,9720,360
116500,8700,360
256500,17160,360
356500,6720,240
526500,5820,360
146500,4500,180
566500,10500,360
466500,9480,360
136500,1740,360
136500,3900,360
416500,7080,360
286500,14940,360
736500,8760,360
566500,8700,360
106500,14520,180
196500,4920,360
326500,8400,360
296500,16680,360
296500,3240,360
336500,4860,360
216500,5460,360
246500,5640,360
366500,5340,360
176500,5580,360
236500,11100,360
136500,2460,360
286500,7860,360
276500,4860,360
346500,37500,360
436500,7380,360
276500,4500,180
636500,19380,360
576500,5940,360
486500,5820,360
256500,13080,360
186500,3960,360
256500,3840,360
226500,3600,300
226500,5100,360
106500,3600,180
176500,9120,180
216500,9120,180
516500,11520,360
726500,15540,180
286500,4920,360
296500,6420,360
166500,4020,360
336500,9540,360
236500,2700,360
326500,4920,360
176500,2580,360
526500,17700,360
766500,8700,360
206500,4020,360
356500,4800,360
326500,7680,360
406500,13860,180
176500,5100,180
86500,1680,180
206500,3420,360
376500,6120,360
326500,5160,180
506500,10020,360
76500,4740,360
76500,2220,360
346500,8160,360
56500,780,360
596500,11820,360
146500,1800,360
426500,11100,360
356500,9000,288
386500,3480,360
286500,4440,360
36500,1020,300
246500,3960,360
306500,8400,360
136500,3480,360
406500,7320,360
516500,7500,360
236500,7920,240
586500,0,360
86500,3960,360
466500,6660,360
726500,23400,360
336500,4080,360
336500,5340,360
456500,5700,360
476500,6540,360
526500,13560,360
256500,2880,360
356500,8700,360
406500,4500,360
406500,7680,360
686500,20640,360
536500,10140,360
486500,7860,240
306500,3480,360
326500,3000,360
86500,4980,360
166500,3960,360
486500,6240,360
636500,14220,360
276500,7260,360
436500,0,360
486500,11640,360
656500,7800,360
216500,5100,360
236500,4200,360
546500,15900,240
566500,14880,360
146500,2160,360
166500,9900,360
326500,7260,360
626500,6480,360
456500,9300,360
1426500,43500,360
486500,5760,360
486500,10920,360
246500,4380,360
126500,1860,360
906500,17400,360
336500,0,360
406500,13680,180
386500,7380,180
276500,9720,180
336500,3780,360
296500,6540,360
386500,10920,300
296500,4980,360
86500,1620,360
166500,3060,240
266500,5700,360
186500,9480,180
256500,2820,360
356500,9300,240
426500,10920,360
286500,5400,360
156500,0,360
416500,6960,360
246500,6120,360
696500,8040,360
136500,3540,360
506500,6300,360
566500,13620,360
456500,16680,360
666500,8040,360
106500,1980,360
206500,4980,360
436500,4380,360
196500,5160,360
186500,0,360
516500,10320,360
86500,3240,360
306500,5400,360
286500,8820,180
336500,5460,360
396500,17820,360
266500,4860,360
436500,0,360
356500,6600,360
346500,6000,360
306500,8100,360
286500,11760,180
776500,9540,360
296500,3660,360
486500,7380,360
466500,8100,360
436500,4860,360
56500,1680,180
356500,7260,360
476500,6900,360
446500,4440,360
106500,6720,180
306500,3300,360
246500,5580,360
486500,5640,360
126500,1980,360
246500,8280,360
106500,2760,360
406500,16320,360
396500,5940,360
236500,0,360
146500,3360,180
356500,7020,324
136500,2640,180
286500,6780,360
156500,3300,360
626500,6900,360
556500,7200,360
246500,5280,360
156500,5940,240
336500,6000,360
466500,8400,360
436500,9000,360
106500,0,180
636500,8100,360
226500,11400,360
656500,6060,360
